region,site,date,detection_type,survey_time,conductivity,correct_conductivity
Santa Fe,Altos de Piedra,7/11/2015,capture,day,370.6,
Santa Fe,Altos de Piedra,7/11/2015,capture,day,370.6,
Santa Fe,Altos de Piedra,7/11/2015,capture,day,370.6,
Santa Fe,Altos de Piedra,7/11/2015,capture,day,370.6,
Santa Fe,Altos de Piedra,7/11/2015,capture,night,370.6,
Santa Fe,Altos de Piedra,7/11/2015,capture,night,314,
Santa Fe,Altos de Piedra,7/11/2015,capture,night,314,
Santa Fe,Altos de Piedra,7/11/2015,capture,night,314,
Santa Fe,Altos de Piedra,7/11/2015,capture,night,314,
Santa Fe,Altos de Piedra,7/11/2015,capture,night,314,
Santa Fe,Altos de Piedra,7/11/2015,capture,night,300,
Santa Fe,Altos de Piedra,7/11/2015,capture,night,300,
Santa Fe,Altos de Piedra,7/11/2015,capture,night,300,
Santa Fe,Altos de Piedra,7/11/2015,capture,night,300,
Santa Fe,Altos de Piedra,7/11/2015,visual,day,300,
Santa Fe,Altos de Piedra,7/11/2015,visual,day,300,
Santa Fe,Altos de Piedra,7/11/2015,visual,day,300,
Santa Fe,Altos de Piedra,7/11/2015,visual,night,300,
Santa Fe,Altos de Piedra,7/12/2015,call,day,300,
Santa Fe,Altos de Piedra,7/12/2015,visual,day,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,day,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,day,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,day,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,day,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,day,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,day,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,day,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,day,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,night,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,night,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,night,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,night,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,night,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,night,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,night,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,night,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,day,300,
Santa Fe,Altos de Piedra,7/9/2016,capture,day,300,
Santa Fe,Altos de Piedra,7/9/2016,call,day,300,
Santa Fe,Altos de Piedra,7/9/2016,visual,day,300,
Santa Fe,Altos de Piedra,7/9/2016,visual,day,300,
Santa Fe,Altos de Piedra,7/9/2016,visual,day,300,
Santa Fe,Altos de Piedra,7/9/2016,visual,day,300,
Santa Fe,Altos de Piedra,7/9/2016,visual,day,300,
Santa Fe,Altos de Piedra,7/10/2016,capture,day,300,
Santa Fe,Altos de Piedra,7/10/2016,capture,day,300,
Santa Fe,Altos de Piedra,7/10/2016,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,day,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,day,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,day,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,day,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,capture,night,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,night,300,
Santa Fe,Altos de Piedra,12/14/2018,call,night,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,night,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/14/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/15/2018,capture,day,300,
Santa Fe,Altos de Piedra,12/15/2018,capture,day,300,
Santa Fe,Altos de Piedra,12/15/2018,capture,day,300,
Santa Fe,Altos de Piedra,12/15/2018,capture,day,300,
Santa Fe,Altos de Piedra,12/15/2018,capture,day,300,
Santa Fe,Altos de Piedra,12/15/2018,call,day,300,
Santa Fe,Altos de Piedra,12/15/2018,visual,day,300,
Santa Fe,Altos de Piedra,12/15/2018,call,day,300,
Santa Fe,Altos de Piedra,8/1/2019,capture,day,300,
Santa Fe,Altos de Piedra,8/1/2019,capture,day,300,
Santa Fe,Altos de Piedra,8/1/2019,capture,day,300,
Santa Fe,Altos de Piedra,8/1/2019,capture,day,300,
Santa Fe,Altos de Piedra,8/1/2019,capture,day,300,
Santa Fe,Altos de Piedra,8/1/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/1/2019,call,day,300,
Santa Fe,Altos de Piedra,8/1/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/1/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/1/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/1/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/1/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/1/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/1/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,day,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,day,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,day,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,day,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/2/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/2/2019,call,day,300,
Santa Fe,Altos de Piedra,8/2/2019,call,day,300,
Santa Fe,Altos de Piedra,8/2/2019,call,day,300,
Santa Fe,Altos de Piedra,8/2/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/2/2019,call,night,300,
Santa Fe,Altos de Piedra,8/2/2019,call,night,300,
Santa Fe,Altos de Piedra,8/2/2019,call,night,300,
Santa Fe,Altos de Piedra,8/2/2019,call,night,300,
Santa Fe,Altos de Piedra,8/2/2019,call,night,300,
Santa Fe,Altos de Piedra,8/2/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/2/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/2/2019,visual,night,300,
Santa Fe,Altos de Piedra,8/2/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/2/2019,call,night,300,
Santa Fe,Altos de Piedra,8/2/2019,call,night,300,
Santa Fe,Altos de Piedra,8/2/2019,call,night,300,
Santa Fe,Altos de Piedra,8/2/2019,call,night,300,
Santa Fe,Altos de Piedra,8/3/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/3/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/3/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/3/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/3/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/3/2019,capture,night,300,
Santa Fe,Altos de Piedra,8/3/2019,capture,day,300,
Santa Fe,Altos de Piedra,8/3/2019,capture,day,300,
Santa Fe,Altos de Piedra,8/3/2019,call,day,300,
Santa Fe,Altos de Piedra,8/3/2019,call,night,300,
Santa Fe,Altos de Piedra,8/3/2019,call,night,300,
Santa Fe,Altos de Piedra,8/3/2019,call,night,300,
Santa Fe,Altos de Piedra,8/3/2019,call,night,300,
Santa Fe,Altos de Piedra,8/3/2019,call,night,300,
Santa Fe,Altos de Piedra,8/3/2019,call,night,300,
Santa Fe,Altos de Piedra,8/3/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/3/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/3/2019,call,night,300,
Santa Fe,Altos de Piedra,8/3/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/3/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/3/2019,visual,day,300,
Santa Fe,Altos de Piedra,8/3/2019,visual,night,300,
Santa Fe,Altos de Piedra,12/7/2019,capture,night,300,
Santa Fe,Altos de Piedra,12/7/2019,capture,night,300,
Santa Fe,Altos de Piedra,12/7/2019,capture,night,300,
Santa Fe,Altos de Piedra,12/7/2019,capture,night,300,
Santa Fe,Altos de Piedra,12/7/2019,capture,night,300,
Santa Fe,Altos de Piedra,12/7/2019,capture,day,300,
Santa Fe,Altos de Piedra,12/7/2019,capture,night,300,
Santa Fe,Altos de Piedra,12/7/2019,capture,night,300,
Santa Fe,Altos de Piedra,12/7/2019,call,day,300,
Santa Fe,Altos de Piedra,12/7/2019,call,night,300,
Santa Fe,Altos de Piedra,12/7/2019,visual,day,300,
Santa Fe,Altos de Piedra,12/7/2019,visual,day,243,
Santa Fe,Altos de Piedra,12/7/2019,visual,day,243,
Santa Fe,Altos de Piedra,12/7/2019,visual,day,243,
Santa Fe,Altos de Piedra,12/7/2019,visual,day,243,
Santa Fe,Altos de Piedra,12/7/2019,visual,day,243,
Santa Fe,Altos de Piedra,12/7/2019,visual,day,243,
Santa Fe,Altos de Piedra,12/7/2019,capture,night,243,
Santa Fe,Altos de Piedra,12/7/2019,call,night,243,
Santa Fe,Altos de Piedra,12/8/2019,capture,day,241,
Santa Fe,Altos de Piedra,12/8/2019,capture,day,241,
Santa Fe,Altos de Piedra,12/8/2019,capture,day,241,
Santa Fe,Altos de Piedra,12/8/2019,call,day,241,
Santa Fe,Altos de Piedra,12/8/2019,visual,day,241,
Santa Fe,Altos de Piedra,12/8/2019,capture,day,241,
Santa Fe,Altos de Piedra,12/8/2019,visual,day,241,
Santa Fe,Altos de Piedra,12/8/2019,visual,day,241,
Santa Fe,Altos de Piedra,12/9/2019,capture,day,214,
Santa Fe,Altos de Piedra,12/9/2019,capture,day,214,
Santa Fe,Altos de Piedra,12/9/2019,call,day,200,
Santa Fe,Cerro Negro,7/9/2013,visual,day,200,
Santa Fe,Cerro Negro,7/11/2014,capture,day,200,
Santa Fe,Cerro Negro,7/11/2014,capture,day,200,
Santa Fe,Cerro Negro,7/11/2014,capture,day,200,
Santa Fe,Cerro Negro,7/11/2014,capture,day,200,
Santa Fe,Cerro Negro,7/11/2014,capture,day,200,
Santa Fe,Cerro Negro,7/11/2014,capture,day,200,
Santa Fe,Cerro Negro,7/11/2014,capture,day,200,
Santa Fe,Cerro Negro,7/11/2014,capture,day,200,
Santa Fe,Cerro Negro,7/11/2014,capture,day,200,
Santa Fe,Cerro Negro,7/11/2014,capture,day,200,
Santa Fe,Cerro Negro,7/12/2014,capture,day,200,
Santa Fe,Cerro Negro,7/12/2014,capture,day,200,
Santa Fe,Cerro Negro,7/12/2014,capture,day,200,
Santa Fe,Cerro Negro,7/12/2014,capture,night,200,
Santa Fe,Cerro Negro,7/12/2014,capture,night,200,
Santa Fe,Cerro Negro,7/12/2014,capture,night,200,
Santa Fe,Cerro Negro,7/12/2014,capture,night,200,
Santa Fe,Cerro Negro,7/12/2014,capture,night,200,
Santa Fe,Cerro Negro,7/12/2014,capture,night,200,
Santa Fe,Cerro Negro,7/12/2014,capture,night,200,
Santa Fe,Cerro Negro,7/13/2014,capture,day,200,
Santa Fe,Cerro Negro,7/13/2014,capture,day,200,
Santa Fe,Cerro Negro,7/13/2015,capture,day,200,
Santa Fe,Cerro Negro,7/13/2015,capture,day,200,
Santa Fe,Cerro Negro,7/13/2015,capture,day,200,
Santa Fe,Cerro Negro,7/13/2015,capture,night,200,
Santa Fe,Cerro Negro,7/13/2015,capture,night,200,
Santa Fe,Cerro Negro,7/13/2015,capture,night,200,
Santa Fe,Cerro Negro,7/13/2015,capture,night,200,
Santa Fe,Cerro Negro,7/13/2015,capture,night,200,
Santa Fe,Cerro Negro,7/13/2015,call,day,200,
Santa Fe,Cerro Negro,7/13/2015,call,night,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/14/2015,capture,day,200,
Santa Fe,Cerro Negro,7/12/2016,capture,day,200,
Santa Fe,Cerro Negro,7/12/2016,capture,day,200,
Santa Fe,Cerro Negro,7/12/2016,capture,night,190.3,
Santa Fe,Cerro Negro,7/12/2016,capture,night,190.3,
Santa Fe,Cerro Negro,7/12/2016,capture,night,190.3,
Santa Fe,Cerro Negro,7/12/2016,capture,night,190.3,
Santa Fe,Cerro Negro,7/12/2016,capture,night,190.3,
Santa Fe,Cerro Negro,7/12/2016,capture,night,190.3,
Santa Fe,Cerro Negro,7/12/2016,capture,night,188.6,
Santa Fe,Cerro Negro,7/12/2016,capture,night,184,
Santa Fe,Cerro Negro,7/12/2016,capture,night,184,
Santa Fe,Cerro Negro,7/12/2016,capture,night,184,
Santa Fe,Cerro Negro,7/12/2016,capture,night,184,
Santa Fe,Cerro Negro,7/12/2016,capture,night,184,
Santa Fe,Cerro Negro,7/12/2016,capture,night,184,
Santa Fe,Cerro Negro,7/12/2016,capture,night,184,
Santa Fe,Cerro Negro,7/12/2016,capture,night,180.5,
Santa Fe,Cerro Negro,7/12/2016,capture,night,180.5,
Santa Fe,Cerro Negro,7/12/2016,capture,night,180.5,
Santa Fe,Cerro Negro,7/12/2016,capture,night,180.5,
Santa Fe,Cerro Negro,7/13/2016,capture,day,180.5,
Santa Fe,Cerro Negro,7/13/2016,capture,day,180.5,
Santa Fe,Cerro Negro,7/14/2016,capture,day,173.2,
Santa Fe,Cerro Negro,7/14/2016,capture,day,173.2,
Santa Fe,Cerro Negro,7/14/2016,capture,day,170.3,
Santa Fe,Cerro Negro,7/14/2016,capture,day,170.3,
Santa Fe,Cerro Negro,7/14/2016,capture,day,170.3,
Santa Fe,Cerro Negro,7/14/2016,capture,day,170.3,
Santa Fe,Cerro Negro,7/14/2016,capture,day,169.2,
Santa Fe,Cerro Negro,12/5/2016,capture,day,169.2,
Santa Fe,Cerro Negro,12/5/2016,call,day,169.2,
Santa Fe,Cerro Negro,12/6/2016,capture,day,169.2,
Santa Fe,Cerro Negro,12/6/2016,capture,day,169.2,
Santa Fe,Cerro Negro,12/6/2016,capture,night,169.2,
Santa Fe,Cerro Negro,12/6/2016,capture,night,169.2,
Santa Fe,Cerro Negro,12/6/2016,capture,night,169.2,
Santa Fe,Cerro Negro,12/6/2016,capture,night,165.4,
Santa Fe,Cerro Negro,12/6/2016,call,day,165.4,
Santa Fe,Cerro Negro,12/6/2016,visual,day,165.4,
Santa Fe,Cerro Negro,12/6/2016,call,night,165.4,
Santa Fe,Cerro Negro,12/7/2016,NA,day,165.4,
Caribbean,Cuatro Callitas,6/24/2013,capture,day,165.4,
Caribbean,Cuatro Callitas,6/24/2013,capture,day,165.4,
Caribbean,Cuatro Callitas,6/24/2013,capture,day,165.4,
Caribbean,Cuatro Callitas,6/17/2014,capture,day,162,
Caribbean,Cuatro Callitas,6/17/2014,capture,day,161.5,
Caribbean,Cuatro Callitas,6/17/2014,capture,day,161.5,
Caribbean,Cuatro Callitas,6/17/2014,capture,night,161.5,
Caribbean,Cuatro Callitas,6/17/2014,capture,night,161.5,
Caribbean,Cuatro Callitas,6/17/2014,capture,night,161.5,
Caribbean,Cuatro Callitas,6/17/2014,capture,night,161.5,
Caribbean,Cuatro Callitas,6/17/2014,capture,night,161.5,
Caribbean,Cuatro Callitas,6/17/2014,capture,night,161.5,
Caribbean,Cuatro Callitas,6/17/2014,capture,night,161.5,
Caribbean,Cuatro Callitas,6/17/2014,capture,night,161.5,
Caribbean,Cuatro Callitas,6/17/2014,capture,night,161.5,
Caribbean,Cuatro Callitas,6/17/2014,capture,night,161.5,
Caribbean,Cuatro Callitas,6/18/2014,capture,day,161.5,
Caribbean,Cuatro Callitas,6/18/2014,capture,day,161.5,
Caribbean,Cuatro Callitas,6/18/2014,capture,day,161.5,
Caribbean,Cuatro Callitas,6/18/2014,capture,day,161.5,
Caribbean,Cuatro Callitas,6/18/2014,capture,day,161.5,
Caribbean,Cuatro Callitas,6/19/2014,capture,day,161.5,
Caribbean,Cuatro Callitas,6/19/2014,capture,day,161.5,
Caribbean,Cuatro Callitas,6/19/2014,capture,day,161.5,
Caribbean,Cuatro Callitas,6/19/2014,capture,day,161.5,
Caribbean,Cuatro Callitas,6/19/2014,capture,day,161.5,
Caribbean,Cuatro Callitas,6/19/2014,capture,day,161.5,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,El Nispero,6/18/2016,capture,night,159.2,
El Valle,Farallon,5/12/2014,capture,day,159.2,
El Valle,Farallon,5/12/2014,visual,day,159.2,
El Valle,Farallon,5/13/2014,capture,day,159.2,
El Valle,Farallon,5/13/2014,capture,day,159.2,
El Valle,Farallon,5/14/2014,capture,day,157,
El Valle,Farallon,5/14/2014,capture,day,157,
El Valle,Farallon,5/14/2014,capture,day,157,
El Valle,Farallon,5/14/2014,capture,day,153.6,
El Valle,Farallon,5/14/2014,capture,day,151.3,
El Valle,Farallon,5/14/2014,capture,day,151.3,
